name,formula,inchikey,smiles,source
propylbenzene,C9H12,ODLMAHJVESYWTB-UHFFFAOYSA-N,CCCc1ccccc1,xml_inchi
propylcholinium bis{(trifluoromethyl)sulfonyl}imide,C10H20F6N2O5S2,HINQBAGJRLJLGK-UHFFFAOYSA-N,CCC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
propylferrocene,C13H16Fe,RKEZHXGBECEYGM-UHFFFAOYSA-N,CCCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,xml_inchi
"protoporphyrin IX, dimethyl ester",C36H38N4O4,WASRLAPXOHTNAX-MFBGAUBSSA-N,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4C)c(C)c3C=C,xml_inchi
pymetrozine,C10H11N5O,QHMTXANCGGJZRX-WUXMJOGZSA-N,CC1=NN=C(O)N(/N=C/c2cccnc2)C1,xml_inchi
pyrazine,C4H4N2,KYQCOXFCLRTKLS-UHFFFAOYSA-N,c1cnccn1,xml_inchi
pyrazinecarboxamide,C5H5N3O,IPEHBUMCGVEMRF-UHFFFAOYSA-N,N=C(O)c1cnccn1,xml_inchi
pyrene,C16H10,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,xml_inchi
pyridine,C5H5N,JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1,xml_inchi
pyridine N-oxide,C5H5NO,ILVXOBCQQYKLDS-UHFFFAOYSA-N,[O-][n+]1ccccc1,xml_inchi
"pyridine, 2,4,6-tris(1,1-dimethylethyl)-",C17H29N,IDOFMGSESVXXQI-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)C)nc(C(C)(C)C)c1,xml_inchi
"pyridine-2,6-diamine",C5H7N3,VHNQIURBCCNWDN-UHFFFAOYSA-N,N=c1cccc(N)[nH]1,xml_inchi
"pyridine-2,6-dicarboxylic acid",C7H5NO4,WJJMNDUMQPNECX-UHFFFAOYSA-N,O=C(O)c1cccc(C(=O)O)n1,xml_inchi
pyridinium nitrate,C5H6N2O3,XLABPPWWFVQMBZ-UHFFFAOYSA-O,O=[N+]([O-])[O-].c1cc[nH+]cc1,xml_inchi
"pyridinium, 1,1',1'-[1,2,3-propanetriyltris(oxymethylene)]tris[4-(dimethylamino)-, salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:3)",C33H41F18N9O15S6,DQYHBLDJONOGFM-UHFFFAOYSA-N,C[N+](C)=c1ccn(COCC(COCn2ccc(=[N+](C)C)cc2)OCn2ccc(=[N+](C)C)cc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
pyridoxal 5-phosphate,C8H10NO6P,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,xml_inchi
pyridoxal 5-phosphate hydrate,C8H12NO7P,CEEQUQSGVRRXQI-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,xml_inchi
pyrimethanil myristic salt,C26H41N3O2,WYCFCXFPNOLVCU-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O.Cc1cc(C)nc(Nc2ccccc2)n1,xml_inchi
pyrrole,C4H5N,KAESVJOAVNADME-UHFFFAOYSA-N,c1cc[nH]c1,xml_inchi
pyrrolidine,C4H9N,RWRDLPDLKQPQOW-UHFFFAOYSA-N,C1CCNC1,xml_inchi
pyrrolidinium acetate,C6H13NO2,NCHPDGCQTUJYKK-UHFFFAOYSA-N,C1CCNC1.CC(=O)O,xml_inchi
pyrrolidinium formate,C5H11NO2,XAXGLDHLTLQVOD-UHFFFAOYSA-N,C1CCNC1.O=CO,xml_inchi
pyrrolidinium heptanoate,C11H23NO2,VACODBBEZLSALL-UHFFFAOYSA-N,C1CCNC1.CCCCCCC(=O)O,xml_inchi
pyrrolidinium hexanoate,C10H21NO2,RYJQJMHZDPKPDJ-UHFFFAOYSA-N,C1CCNC1.CCCCCC(=O)O,xml_inchi
pyrrolidinium hydrogen sulfate,C4H11NO4S,FVDGTLHSSRKHBI-UHFFFAOYSA-N,C1CCNC1.O=S(=O)(O)O,xml_inchi
pyrrolidinium nitrate,C4H10N2O3,ZTWVDFVGJLMQNA-UHFFFAOYSA-O,C1CC[NH2+]C1.O=[N+]([O-])[O-],xml_inchi
pyrrolidinium nonanoate,C13H27NO2,FJXZSQZLGDEEHI-UHFFFAOYSA-N,C1CCNC1.CCCCCCCCC(=O)O,xml_inchi
pyrrolidinium octanoate,C12H25NO2,OXHZRSAFVZOOLQ-UHFFFAOYSA-N,C1CCNC1.CCCCCCCC(=O)O,xml_inchi
quercetin,C15H10O7,REFJWTPEDVJJIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,xml_inchi
quetiapine fumarate,C46H54N6O8S2,ZTHJULTYCAQOIJ-WXXKFALUSA-N,O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,xml_inchi
"quinazoline-2,4(1H,3H)-dione",C8H6N2O2,SDQJTWBNWQABLE-UHFFFAOYSA-N,Oc1nc(O)c2ccccc2n1,xml_inchi
quinine,C20H24N2O2,LOUPRKONTZGTKE-WZBLMQSHSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,xml_inchi
quinine hydrochloride,C20H25ClN2O2,LBSFSRMTJJPTCW-DSXUQNDKSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl,xml_inchi
quinoline,C9H7N,SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,xml_inchi
quinoline 1-oxide,C9H7NO,GIIWGCBLYNDKBO-UHFFFAOYSA-N,[O-][n+]1cccc2ccccc21,xml_inchi
quinolinium formate,C10H9NO2,IMIIIQMAJPWWGK-UHFFFAOYSA-N,O=CO.c1ccc2ncccc2c1,xml_inchi
quizalofop-p-ethyl,C19H17ClN2O4,OSUHJPCHFDQAIT-GFCCVEGCSA-N,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,xml_inchi
"r-1,c-2,t-3,c-4,t-5,t-6-hexachlorocyclohexane",C6H6Cl6,JLYXXMFPNIAWKQ-SHFUYGGZSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,xml_inchi
"rac-(2s,8s,14s,20s)-2,8,14,20-tetrabutylpentacyclo[19.3.1.1(3,7).1(9,13).1(15,19)]octacosa-1(25),3,5,7(28),9,11,13(27),15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol",C44H56O8,XVFAKLQWAIXUEK-KMKVIZFGSA-N,CCCC[C@H]1c2cc(c(O)cc2O)[C@@H](CCCC)c2cc(c(O)cc2O)[C@@H](CCCC)c2cc(c(O)cc2O)[C@@H](CCCC)c2cc1c(O)cc2O,xml_inchi
"rac-(2s,8s,14s,20s)-2,8,14,20-tetraethylpentacyclo[19.3.1.1(3,7).1(9,13).1(15,19)]octacosa-1(25),3,5,7(28),9,11,13(27),15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol",C36H40O8,DYNTVBXHIIVBJT-FGYAAKKASA-N,CC[C@H]1c2cc(c(O)cc2O)[C@@H](CC)c2cc(c(O)cc2O)[C@@H](CC)c2cc(c(O)cc2O)[C@@H](CC)c2cc1c(O)cc2O,xml_inchi
"rac-(2s,8s,14s,20s)-2,8,14,20-tetrahexylpentacyclo[19.3.1.1(3,7).1(9,13).1(15,19)]octacosa-1(25),3,5,7(28),9,11,13(27),15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol",C52H72O8,KHUYCKFYCJZPKL-VKAPFSNZSA-N,CCCCCC[C@H]1c2cc(c(O)cc2O)[C@@H](CCCCCC)c2cc(c(O)cc2O)[C@@H](CCCCCC)c2cc(c(O)cc2O)[C@@H](CCCCCC)c2cc1c(O)cc2O,xml_inchi
"rac-(2s,8s,14s,20s)-2,8,14,20-tetrapentylpentacyclo[19.3.1.1(3,7).1(9,13).1(15,19)]octacosa-1(25),3,5,7(28),9,11,13(27),15,17,19(26),21,23-dodecaene-4,6,10,12,16,18,22,24-octol",C48H64O8,LRJAHNNLOBUXBG-HRDPQUPSSA-N,CCCCC[C@H]1c2cc(c(O)cc2O)[C@@H](CCCCC)c2cc(c(O)cc2O)[C@@H](CCCCC)c2cc(c(O)cc2O)[C@@H](CCCCC)c2cc1c(O)cc2O,xml_inchi
"rac-(3aR,6aR)-1,4-dimethyltetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",C6H10N4O2,VGGJZYPIMIRNBW-QWWZWVQMSA-N,CN1C(O)=N[C@H]2[C@@H]1N=C(O)N2C,xml_inchi
"rac-(3aS,6aR)-1,3,4-trimethyltetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",C7H12N4O2,GBENGGJNKCCSFH-UHNVWZDZSA-N,CN1C(=O)N(C)[C@H]2N=C(O)N(C)[C@H]21,xml_inchi
"rac-(3aS,6aR)-1-methyltetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",C5H8N4O2,FSEXTLBCZZWLNH-STHAYSLISA-N,CN1C(O)=N[C@@H]2N=C(O)N[C@@H]21,xml_inchi
"rac-(3aS,6aS)-1,4-diethyl-3,6-dimethyltetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",C10H18N4O2,OYMJBLPBWFQYBE-YUMQZZPRSA-N,CCN1C(=O)N(C)[C@@H]2[C@H]1N(C)C(=O)N2CC,xml_inchi
"rac-2,8,14,20-tetramethylresorc[4]arene",C32H32O8,WGDNYTQTRISCMM-GEEKYZPCSA-N,C[C@H]1c2cc(c(O)cc2O)[C@@H](C)c2cc(c(O)cc2O)[C@@H](C)c2cc(c(O)cc2O)[C@@H](C)c2cc1c(O)cc2O,xml_inchi
ranitidine,C13H22N4O3S,VMXUWOKSQNHOCA-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,xml_inchi
ranitidine hydrochloride,C13H23ClN4O3S,GGWBHVILAJZWKJ-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,xml_inchi
rebaudioside A,C44H70O23,HELXLJCILKEWJH-NCGAPWICSA-N,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,xml_inchi
"rel-(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl acetate",C12H20O2,KGEKLUUHTZCSIP-FOGDFJRCSA-N,CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,xml_inchi
"rel-(1R,2S)-N-methylephedrine",C11H17NO,FMCGSUUBYTWNDP-ONGXEEELSA-N,C[C@@H]([C@H](O)c1ccccc1)N(C)C,xml_inchi
rel-di((R)-sec-butoxy)methane,C9H20O2,YJBUXLCNFNPNEB-RKDXNWHRSA-N,CC[C@@H](C)OCO[C@H](C)CC,xml_inchi
repaglinide,C27H36N2O4,FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,xml_inchi
"resorcinol bis(cyclic 2,2-dimethyl-1,3-propanediol phosphate)",C16H24O8P2,HYLOAGAAKOBFIC-UHFFFAOYSA-N,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,xml_inchi
rhenium,Re,WUAPFZMCVAUBPE-UHFFFAOYSA-N,[Re],xml_inchi
rhodium,Rh,MHOVAHRLVXNVSD-UHFFFAOYSA-N,[Rh],xml_inchi
rhodium sulfide (Rh2S3),Rh2S3,ILLXJAWVPNCIFC-UHFFFAOYSA-N,[Rh+3].[Rh+3].[S-2].[S-2].[S-2],xml_inchi
"rhodium(1+), [(1,2,5,6-.nu.)-1,5-cyclooctadiene][(2R,2'R,5R,5'R)-1,1'-(1,2-phenylene)bis[2,5-dimethylphospholane-kP]]-, tetrafluoroborate(1-) (1:1)",C26H40BF4P2Rh,FKGVQOXVEDXEEW-UHFFFAOYSA-N,C1=CCCC=CCC1.CC1CCC(C)P1c1ccccc1P1C(C)CCC1C.F[B-](F)(F)F.[Rh+],xml_inchi
riboflavin,C17H20N4O6,AUNGANRZJHBGPY-SCRDCRAPSA-N,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,xml_inchi
ribose,C5H10O5,PYMYPHUHKUWMLA-LMVFSUKVSA-N,O=C[C@H](O)[C@H](O)[C@H](O)CO,xml_inchi
rifapentine,C47H64N4O12,WDZCUPBHRAEYDL-GZAUEHORSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)N=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,xml_inchi
risedronic acid,C7H11NO7P2,IIDJRNMFWXDHID-UHFFFAOYSA-N,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,xml_inchi
risperidone,C23H27FN4O2,RAPZEAPATHNIPO-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,xml_inchi
rofecoxib,C17H14O4S,RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,xml_inchi
roflumilast,C17H14Cl2F2N2O3,MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(N=c1c(Cl)c[nH]cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,xml_inchi
rosmarinic acid,C18H16O8,DOUMFZQKYFQNTF-WUTVXBCWSA-N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,xml_inchi
rubidium,Rb,IGLNJRXAVVLDKE-UHFFFAOYSA-N,[Rb],xml_inchi
"rubidium 2,6-dimethylphenolate",C8H9ORb,FDLKGQDLKYUJEW-UHFFFAOYSA-M,Cc1cccc(C)c1[O-].[Rb+],xml_inchi
rubidium 2-methylphenolate,C7H7ORb,LAKHXGNJPOOVFZ-UHFFFAOYSA-M,Cc1ccccc1[O-].[Rb+],xml_inchi
rubidium acetate,C2H3O2Rb,FOGKDYADEBOSPL-UHFFFAOYSA-M,CC(=O)[O-].[Rb+],xml_inchi
rubidium bis((perfluoroethyl)sulfonyl)amide,C4F10NO4RbS2,SWDXJARHYFOTOL-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Rb+],xml_inchi
rubidium bis(fluorosulfonyl)amide,F2NO4RbS2,UOTQVIPQUHQPKB-UHFFFAOYSA-N,O=S(=O)(F)[N-]S(=O)(=O)F.[Rb+],xml_inchi
rubidium bromide,BrRb,JAAGVIUFBAHDMA-UHFFFAOYSA-M,[Br-].[Rb+],xml_inchi
rubidium carbonate,CO3Rb2,WPFGFHJALYCVMO-UHFFFAOYSA-L,O=C([O-])[O-].[Rb+].[Rb+],xml_inchi
rubidium chloride,ClRb,FGDZQCVHDSGLHJ-UHFFFAOYSA-M,[Cl-].[Rb+],xml_inchi
rubidium fluoride (RbF),FRb,AHLATJUETSFVIM-UHFFFAOYSA-M,[F-].[Rb+],xml_inchi
rubidium hydroxide,HORb,CPRMKOQKXYSDML-UHFFFAOYSA-M,[OH-].[Rb+],xml_inchi
rubidium iodide (RbI),IRb,WFUBYPSJBBQSOU-UHFFFAOYSA-M,[I-].[Rb+],xml_inchi
rubidium nitrate,NO3Rb,RTHYXYOJKHGZJT-UHFFFAOYSA-N,O=[N+]([O-])[O-].[Rb+],xml_inchi
rubidium pentaborate,B5O8Rb,HPEIDLBAOGPXPP-UHFFFAOYSA-N,O=BOB1OB2OB([O-])OB(O1)O2.[Rb+],xml_inchi
rubidium silver iodide (Ag4RbI5),Ag4I5Rb,NJUYEUPEDXDAHC-UHFFFAOYSA-I,[Ag+].[Ag+].[Ag+].[Ag+].[I-].[I-].[I-].[I-].[I-].[Rb+],xml_inchi
rubidium silver nitrate (1:1),AgN2O6Rb,QWGAAEYQNQJEHT-UHFFFAOYSA-N,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ag+].[Rb+],xml_inchi
rubidium sulfate,O4Rb2S,GANPIEKBSASAOC-UHFFFAOYSA-L,O=S(=O)([O-])[O-].[Rb+].[Rb+],xml_inchi
rubidium tetrafluoroborate,BF4Rb,MERZTPVDEIGCOQ-UHFFFAOYSA-N,F[B-](F)(F)F.[Rb+],xml_inchi
rubidium tungsten uranium oxide (Rb2WU2O10),O10Rb2U2W,BWGMKYNBDRRJIM-UHFFFAOYSA-N,[O-2].[O-2].[O-].[O-].[O].[O].[O].[O].[O].[O].[Rb+].[Rb+].[U+2].[U+2].[W],xml_inchi
rubidium uranyl molybdate (Rb2[(UO2)(MoO4)2]),Mo2O10Rb2U,VPXWTOXLJNAUEW-UHFFFAOYSA-N,[Mo].[Mo].[O-].[O-].[O-].[O-].[O].[O].[O].[O].[O].[O].[Rb+].[Rb+].[U+2],xml_inchi
ruthenium (III) acetylacetonate,C15H21O6Ru,RTZYCRSRNSTRGC-LNTINUHCSA-K,CC(=O)/C=C(/C)[O-].CC(=O)/C=C(/C)[O-].CC(=O)/C=C(/C)[O-].[Ru+3],xml_inchi
rutin,C27H30O16,IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,xml_inchi
"s-triazine, 2-amino-4-chloro-6-(ethylamino)-",C5H8ClN5,IVENSCMCQBJAKW-UHFFFAOYSA-N,CCN=c1[nH]c(Cl)nc(=N)[nH]1,xml_inchi
"s-triazine, 2-amino-4-chloro-6-(isopropylamino)-",C6H10ClN5,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,CC(C)N=c1[nH]c(Cl)nc(=N)[nH]1,xml_inchi
salnaph,C24H18N2O2,RVEDDTLUCRIWFD-RYQLWAFASA-N,Oc1ccccc1/C=N/c1cccc2cccc(/N=C/c3ccccc3O)c12,xml_inchi
salophen,C15H13NO4,TWIIVLKQFJBFPW-UHFFFAOYSA-N,CC(O)=Nc1ccc(OC(=O)c2ccccc2O)cc1,xml_inchi
samarium,Sm,KZUNJOHGWZRPMI-UHFFFAOYSA-N,[Sm],xml_inchi
samarium bromide,Br3Sm,ICKYUJFKBKOPJT-UHFFFAOYSA-K,[Br-].[Br-].[Br-].[Sm+3],xml_inchi
samarium carbonate oxide (Sm2(CO3)O2),CO5Sm2,LMUCGHXYXNEMEL-UHFFFAOYSA-L,O=C([O-])[O-].[O-2].[O-2].[Sm+3].[Sm+3],xml_inchi
samarium chloride,Cl3Sm,BHXBZLPMVFUQBQ-UHFFFAOYSA-K,[Cl-].[Cl-].[Cl-].[Sm+3],xml_inchi
"samarium chloride (SmCl3), hexahydrate",Cl3H12O6Sm,TXVNDKHBDRURNU-UHFFFAOYSA-K,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Sm+3],xml_inchi
samarium diiodide,I2Sm,UAWABSHMGXMCRK-UHFFFAOYSA-L,[I-].[I-].[Sm+2],xml_inchi
samarium oxide (Sm2O3),O3Sm2,FKTOIHSPIPYAPE-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[Sm+3].[Sm+3],xml_inchi
samarium phosphate,O4PSm,BJRVEOKYZKROCC-UHFFFAOYSA-K,O=P([O-])([O-])[O-].[Sm+3],xml_inchi
samarium trifluoroacetate trihydrate,C6H6F9O9Sm,OIESUJGKWQRWFX-UHFFFAOYSA-K,O.O.O.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.[Sm+3],xml_inchi
samarium triiodide,I3Sm,XQKBFQXWZCFNFF-UHFFFAOYSA-K,[I-].[I-].[I-].[Sm+3],xml_inchi
samarium tris-2-azacyclononanone trifluoroacetate,C30H45F9N3O9Sm,OUNQAPVZTKORIF-UHFFFAOYSA-K,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.[O-]C1=NCCCCCCC1.[O-]C1=NCCCCCCC1.[O-]C1=NCCCCCCC1.[Sm+3],xml_inchi
samarium trisalicylate dihydrate,C21H19O11Sm,NLVBFTUWKMIPNJ-UHFFFAOYSA-K,O.O.O=C(O)c1ccccc1O.O=C(O)c1ccccc1[O-].O=C([O-])c1ccccc1[O-].[Sm+3],xml_inchi
samarium uranium oxide,O12Sm6U,SBWOWHZWDFRECA-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Sm+3].[Sm+3].[Sm+3].[Sm+3].[Sm+3].[Sm+3].[U+6],xml_inchi
samarium zirconium oxide (Sm2Zr2O7),O7Sm2Zr2,HQTFBTGHBLZRFT-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Sm+3].[Sm+3].[Zr+4].[Zr+4],xml_inchi
samarium(III) bis(2-ethylhexyl) phosphate,C48H102O12P3Sm,WDQYKLXNJCKNMV-UHFFFAOYSA-K,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.[Sm+3],xml_inchi
samarium(III) nitrate,N3O9Sm,YZDZYSPAJSPJQJ-UHFFFAOYSA-N,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sm+3],xml_inchi
"samarium, bis(2-hydroxybenzoato-O1)(8-quinolinolato-N1,O8)-",C23H16NO7Sm,PMSQYZUWAGUFQL-UHFFFAOYSA-K,O=C(O)c1ccccc1O.O=C([O-])c1ccccc1[O-].[O-]c1cccc2cccnc12.[Sm+3],xml_inchi
sancycline,C21H22N2O7,XDVCLKFLRAWGIT-ADOAZJKMSA-N,CN(C)[C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,xml_inchi
sarcosine,C3H7NO2,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,CNCC(=O)O,xml_inchi
sebacamide,C10H20N2O2,VDBXLXRWMYNMHL-UHFFFAOYSA-N,N=C(O)CCCCCCCCC(=N)O,xml_inchi
sec-butyl tert-pentyl ether,C9H20O,SKHAHQPUUJTKBB-UHFFFAOYSA-N,CCC(C)OC(C)(C)CC,xml_inchi
selenium,Se,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],xml_inchi
semicarbazide hydrochloride,CH6ClN3O,XHQYBDSXTDXSHY-UHFFFAOYSA-N,Cl.N=C(O)NN,xml_inchi
silicon,Si,XUIMIQQOPSSXEZ-UHFFFAOYSA-N,[Si],xml_inchi
silicon dioxide,O2Si,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,O=[Si]=O,xml_inchi
silicon monooxide,OSi,LIVNPJMFVYWSIS-UHFFFAOYSA-N,[O+]#[Si-],xml_inchi
silicon tetrachloride,Cl4Si,FDNAPBUWERUEDA-UHFFFAOYSA-N,Cl[Si](Cl)(Cl)Cl,xml_inchi
silicon tetrafluoride,F4Si,ABTOQLMXBSRXSM-UHFFFAOYSA-N,F[Si](F)(F)F,xml_inchi
silicon tetramethoxide,C4H12O4Si,LFQCEHFDDXELDD-UHFFFAOYSA-N,CO[Si](OC)(OC)OC,xml_inchi
silver,Ag,BQCADISMDOOEFD-UHFFFAOYSA-N,[Ag],xml_inchi
silver bis(trifluoromethanesulfonyl)amide,C2AgF6NO4S2,HSYLTRBDKXZSGS-UHFFFAOYSA-N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Ag+],xml_inchi
silver bromide,AgBr,ADZWSOLPGZMUMY-UHFFFAOYSA-M,[Ag+].[Br-],xml_inchi
silver chloride,AgCl,HKZLPVFGJNLROG-UHFFFAOYSA-M,[Ag+].[Cl-],xml_inchi
silver fluoride,AgF,REYHXKZHIMGNSE-UHFFFAOYSA-M,[Ag+].[F-],xml_inchi
silver iodide,AgI,MSFPLIAKTHOCQP-UHFFFAOYSA-M,[Ag+].[I-],xml_inchi
silver nitrate,AgNO3,SQGYOTSLMSWVJD-UHFFFAOYSA-N,O=[N+]([O-])[O-].[Ag+],xml_inchi
silver sulfide,Ag2S,XUARKZBEFFVFRG-UHFFFAOYSA-N,[Ag+].[Ag+].[S-2],xml_inchi
silver tetrafluoroborate,AgBF4,CCAVYRRHZLAMDJ-UHFFFAOYSA-N,F[B-](F)(F)F.[Ag+],xml_inchi
silver(I) antimonide,Ag3Sb,KHYSENBLJGJPPB-UHFFFAOYSA-N,[Ag+].[Ag+].[Ag+].[Sb-3],xml_inchi
silver(I) pentadecane-1-thiolate,C15H31AgS,RWGPMZJNUJRQPT-UHFFFAOYSA-M,CCCCCCCCCCCCCCC[S-].[Ag+],xml_inchi
silver(I) sulfate,Ag2O4S,YPNVIBVEFVRZPJ-UHFFFAOYSA-L,O=S(=O)([O-])[O-].[Ag+].[Ag+],xml_inchi
silver(I) telluride,Ag2Te,QKGUGXYJFNRNHV-UHFFFAOYSA-N,[Ag+].[Ag+].[Te-2],xml_inchi
silybin,C25H22O10,SEBFKMXJBCUCAI-HKTJVKLFSA-N,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,xml_inchi
sirolimus,C51H79NO13,QFJCIRLUMZQUOT-HPLJOQBZSA-N,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,xml_inchi
sodium,Na,KEAYESYHFKHZAL-UHFFFAOYSA-N,[Na],xml_inchi
"sodium ((4-aminophenyl)sulfonyl)(4,6-dimethylpyrimidin-2-yl)amide",C12H13N4NaO2S,NGIVTUVVBWOTNT-UHFFFAOYSA-N,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],xml_inchi
